序号,题目,作者,来源,发表时间,发表类别,被引,下载
535,我国医疗人工智能相关政策实施效果的评价指标体系研究,胡可慧,北京中医药大学,2020-05-01,硕士,2,354
536,基于用户需求的医药新零售服务优化设计研究,徐盟,湖南包装,2019-12-31,期刊,5,337
537,成都 国际会展之都,,中国会展,2022-06-15,期刊,1,149
538,人工智能对社会分工的影响研究,姜涵;陈勇杰;陈立锦欣,中国市场,2021-03-12,期刊,,1098
539,人工智能对创新的影响研究——基于城市层面的实证分析,仝瑶瑶,环渤海经济瞭望,2022-03-15,期刊,,150
540,“破旧立新”中的生物医药,俞灵琦,华东科技,2020-04-05,期刊,3,449
541,南京市人工智能产业发展态势与展望,刘梦冉,数字经济,2022-05-25,期刊,,59
542,我武生物公司价值评估及提升研究,金多,东北石油大学,2020-06-01,硕士,1,267
543,医疗人工智能的伦理问题研究,刘洋,锦州医科大学,2020-03-01,硕士,,969
544,数字医学技术在壮医药学研究领域的应用,周楠;张倍齐;覃薇;蓝毓营,中华中医药杂志,2020-06-01,期刊,3,333
545,国务院关于印发“十三五”国家战略性新兴产业发展规划的通知,,中华人民共和国国务院公报,2017-01-10,特色期刊,20,376
546,2021杭州人工智能创业生态报告,课题组,杭州科技,2021-10-15,期刊,,161
547,基于技术预见的湖南省生物医药产业共性技术发展研究,彭有为,中南林业科技大学,2019-05-01,硕士,2,456
548,基于Stacking融合模型的生物医药板块智能选股方案研究,伊倩倩,上海师范大学,2020-04-01,硕士,1,267
549,数据重用在企业导入人工智能技术中的价值及实现路径研究,张潇月;顾立平;陈新兰,情报探索,2020-07-15,期刊,2,232
550,挤掉创新药“泡沫” 关注中国原创药,郝俊慧,IT时报,2022-08-19,报纸,,59
551,变译理论指导下的“第四届世界智能大会智能健康与医疗高峰论坛”模拟同传实践报告,郭庚训,辽宁大学,2021-03-01,硕士,1,84
552,张江“城”长记,叶国标;祁豆豆,上海证券报,2022-07-28,报纸,,41
553,中医人工智能致害民事责任问题研究,贺昕航,北京中医药大学,2020-06-01,硕士,,314
554,“一带一路”战略下东南亚地区“互联网+中医”实现途径初探,杨丽娜;尚力,时珍国医国药,2020-07-10,期刊,3,450
555,物联网技术融入传统药科人才培养过程的价值研究——以广东食品药品职业学院为例,戴春平,甘肃科技,2022-05-30,期刊,,49
556,医疗人工智能的准入制度研究,华一凡,海南大学,2021-06-01,硕士,,89
557,新零售背景下医药供应链智能化升级研究,向嘉链,经济研究导刊,2019-12-25,期刊,6,511
558,科技抗疫 助推医疗健康产业步入AI时代,佟秋,上海信息化,2020-08-10,期刊,2,238
559,上海理工大学材料与化学学院,,高教探索,2022-12-05,期刊,,42
560,投资硬科技遭遇技术尽调难 智慧芽打造产业知识图谱“解忧”,陈植,21世纪经济报道,2021-09-27,报纸,,157
561,医药企业全产业链战略风险研究——以乐普医疗为例,王蕊,西南财经大学,2020-03-01,硕士,,276
562,智能医疗的进展与前景,李兰娟,中国科技产业,2017-01-15,期刊,20,1631
563,百奥知：数字信息化15年的“破”与“立”,窦毅萍,中关村,2022-11-01,期刊,,14
564,聚焦“大科学” 跑出“加速度”,黄海华,解放日报,2022-06-20,报纸,,49
565,"国务院关于印发""十三五""国家战略性新兴产业发展规划的通知",,国家国防科技工业局文告,2017-06-30,特色期刊,15,178
566,人工智能技术对医疗行业的影响,李相宗,科技创新导报,2019-03-01,期刊,6,1033
567,上海市人民代表大会财政经济委员会关于市十五届人大六次会议主席团交付审议的代表议案审议结果的报告,,上海市人民代表大会常务委员会公报,2022-07-27,特色期刊,,3
568,工业增加值五年增幅近30% “上海制造”如何站稳C位,金叶子,第一财经日报,2022-06-15,报纸,,28
569,数学算法在人工智能中的应用,黄晓军,电子技术,2021-01-20,期刊,1,273
570,2020人工智能医疗创新排行TOP50,颦楚,互联网周刊,2020-10-20,期刊,1,437
571,长三角“朋友圈”大比拼,陈德强,企业管理,2021-05-15,期刊,,141
572,山东省人民政府关于印发山东省“十四五”数字强省建设规划的通知,,山东省人民政府公报,2021-08-20,特色期刊,,47
573,广州重点行业创新发展特点及共性问题,陈黎;罗观长;黄智华,科技创新发展战略研究,2020-06-10,期刊,1,195
574,“十四五”时期天津加快新旧动能转换推动高质量发展研究（二）,天津市发展和改革委员会规划处课题组,天津经济,2020-12-20,期刊,,143
575,论医疗人工智能的未来:自主修复,柳奕诚;宋欣阳;李宗友,中国中医药信息杂志,2019-05-31,期刊,1,740
576,人工智能治理框架及实施路径、方法研究,施娟萍,上海人大月刊,2021-01-20,期刊,2,414
577,人工智能助力药物研发 或改变游戏规则,,中国科学探险,2022-02-01,特色期刊,,71
578,"2020(i-China,18th）“金i奖”名单",,互联网周刊,2021-01-05,期刊,1,77
579,智能大数据 “看病”不一样,迟兆艳,百科知识,2021-06-05,特色期刊,,117
580,人工智能行业上市公司投资价值动态评价研究,满茹,中国石油大学(北京),2020-04-01,硕士,,151
581,面向医药行业的知识库构建与知识发现,朱腾飞,湖南大学,2017-05-15,硕士,1,432
582,2019上海管理科学论坛：面向未来的管理分论坛纪要（中）,,上海管理科学,2021-04-20,期刊,,66
583,阿里健康大平台战略全解析,黄燕婷,高科技与产业化,2017-04-15,期刊,6,796
584,从科技创新到企业布局，大数据看长三角“朋友圈”谁当先锋,张津嘉,财富时代,2021-07-25,期刊,,99
585,2019中国人工智能分类榜,轩中,互联网周刊,2019-04-05,期刊,2,308
586,基于眼底照相的糖尿病视网膜病变智能辅助诊断系统的研发与评价,杨卫华,苏州大学,2019-09-01,博士,,196
587,上海“张江药谷”原创成果参与全球竞争,何欣荣;杨有宗;龚雯,经济参考报,2021-10-20,报纸,,106
588,让上海生物医药产业跑出加速度,唐玮婕,文汇报,2021-10-20,报纸,,107
589,上海绘就未来五年产业布局“蓝图”,潘洁,国际金融报,2021-08-02,报纸,,88
590,智能时代未来儿童三位一体医药平台的搭建与应用,罗静;况刚;惠俊敏;陈金峰,重庆第二师范学院学报,2020-07-30,期刊,1,147
591,新医改背景下“互联网+医疗健康”推动便民惠民服务的探讨,魏冠男;张海明;周金玲;李新钢,中国卫生产业,2018-08-25,期刊,6,605
592,2020中国新科技100强评选暨秋季金i奖颁奖获奖名单,,互联网周刊,2020-10-05,期刊,1,74
593,苏州打造先导产业创新集聚区的对策研究,方向阳;刘卓青;许展齐,江南论坛,2020-02-15,期刊,1,364
594,5G+AI驱动东北地区城市广播的融媒体传播,宋明华,中国广播,2020-02-20,期刊,1,214
595,数字健康新基建前景可期,张贵民,创新世界周刊,2020-06-10,期刊,1,213
596,北京市人民政府办公厅关于印发《北京市加快医药健康协同创新行动计划(2021—2023年)》的通知,,北京市人民政府公报,2021-08-27,特色期刊,,29
597,广州创新型产业发展现状及提升对策,刘晓丽,科技创新发展战略研究,2019-10-10,期刊,2,201
598,城市速递,,服务外包,2022-08-05,期刊,,5
599,解码黄浦“科创精品蓄水池”,俞灵琦,华东科技,2021-06-05,期刊,,46
600,"解析校招,读懂毕业生",马悦,人力资源,2019-09-08,期刊,1,317
601,人工智能下的三味檀香治疗冠心病Meta分析及探索,吴楠;吴俊斌;吴晟,办公自动化,2020-05-15,期刊,1,136
602,华为云为医疗健康保驾护航,,中国医学计算机成像杂志,2020-10-25,期刊,1,254
603,成都国际会展之都,,中国会展,2021-11-15,期刊,,87
604,《中国新经济发展报告2021-2022》发布,,新西部,2021-08-30,期刊,1,76
605,沈阳市人民政府关于印发沈阳市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要的通知,,沈阳市人民政府公报,2021-05-28,特色期刊,,15
606,国家人工智能示范基地创建途径与机制研究,吴画斌,改革与战略,2020-01-18,期刊,1,98
607,产业风暴,,华东科技,2022-02-05,期刊,,19
608,苏州工业园：扬帆起航正当时,,科学中国人,2021-04-05,特色期刊,1,60
609,美、德、中未来产业发展的竞合分析,张瑜;罗弘毅,中国外汇,2019-03-01,期刊,1,407
610,WH公司发展战略研究,郭密,华中科技大学,2020-11-01,硕士,,28
611,基于工业互联网的广东省医药食品及轻工材料产业升级思路研究,卢虹;伍蓉;吴文烈;陈静,网信军民融合,2019-08-30,期刊,1,151
612,广东人工智能发展的若干问题分析,拓晓瑞;徐久香,广东科技,2020-06-15,期刊,,146
613,QLK公司发展战略研究,袁利波,西南交通大学,2018-09-01,硕士,,137
614,国内新闻,,流程工业,2022-01-20,期刊,,19
615,2019年中国医药生物技术十大进展评选结果揭晓,田春英,中国医药生物技术,2020-02-10,期刊,,167
616,以服务求支持、以贡献求发展——阜阳师范大学产学研服务地方,,阜阳师范大学学报(自然科学版),2021-09-15,期刊,,83
617,北京“十四五”高精尖产业规划发布,郑金武,中国科学报,2021-08-25,报纸,,98
618,学科,,中国医院院长,2022-06-15,期刊,,16
619,iSMART智能雪上急救担架,张翊;王剑,中国科技信息,2018-08-29 11:36,期刊,1,248
620,潜在独角兽，“潜”在何地？,伍晓琳;贾源淇,决策,2020-10-05,期刊,,76
621,以AI技术推动国产创新药嬗变——记深圳晶泰科技有限公司联合创始人兼CEO马健,卫婷婷,科学中国人,2021-07-05,特色期刊,,27
622,"人工智能,推动医疗健康领域发展的明天",侯瑞,信息化建设,2017-10-15,期刊,2,634
623,上海市人民代表大会财政经济委员会关于《中国(上海)自由贸易试验区临港新片区条例(草案)》审议意见的报告——2021年11月23日在上海市第十五届人民代表大会常务委员会第三十七次会议上,戴柳,上海市人民代表大会常务委员会公报,2022-04-22,特色期刊,,1
624,徐州服务外包新目标：“彭城服务 绽放东方”,舒朝普;史琨;魏飞,服务外包,2021-06-05,期刊,,18
625,2019互联网+制药企业TOP150排行榜,苏小北,互联网周刊,2019-07-20,期刊,1,151
626,上海市人民政府办公厅关于促进本市生物医药产业高质量发展的若干意见,,上海市人民政府公报,2021-05-20,特色期刊,,16
627,人工智能环境下中医药图书馆发展展望,涂新莉,河南图书馆学刊,2018-07-15,期刊,1,231
629,成都,,中国会展(中国会议),2021-10-30,期刊,,31
630,动态,,家电科技,2020-09-28,期刊,,25
631,佛教现代化进程中技术存在论研究,宋呈呈,长沙理工大学,2017-04-01,硕士,,89
632,新“军团”崛起,赵振基,中国药店,2021-08-15,期刊,,16
633,吉林省人工智能产业发展战略探析,刘凯;杨璐;魏阙,知识经济,2019-09-01,期刊,,181
634,以健康为中心 加快医药卫生体制改革,王列军,中国经济时报,2018-12-18,报纸,1,186
635,2018年四川医药制造业快速增长,龙凤,四川省情,2019-03-05,期刊,2,106
636,沈阳市人民政府关于印发沈阳市未来产业培育和发展规划（2018-2035年）的通知,,沈阳市人民政府公报,2019-01-23,特色期刊,1,47
637,AI赋能肿瘤放射治疗,,中国医学计算机成像杂志,2018-10-25,期刊,1,217
638,2021年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2021-02-25,期刊,,51
639,新思维 新常态 融合与发展 “互联网+药学服务创新论坛”成功举办,,中国药业,2019-05-05,期刊,,306
640,青岛市市北区：抢抓改革创新黄金期 构筑北方滨海科创城,,中国科技产业,2020-02-15,期刊,,90
641,赋能“智慧”，打造全球领先“生命谷”,马文良,中关村,2020-10-01,期刊,,45
642,“医疗+”:普惠+精准,苑辉,上海企业,2019-02-10,期刊,,137
643,和利时，做医药行业智能转型的推动者——2019医药行业智能制造解决方案分论坛在京成功举办,曹银平,自动化博览,2020-01-15,期刊,,83
644,2017:医药的7个关键词,,健康管理,2017-12-15,特色期刊,2,50
645,国家超算深圳中心E级机研制进入攻坚阶段,,信息网络安全,2020-05-10,期刊,,96
646,广州:打造国际一流人工智能应用示范区,,广东科技,2019-05-15,期刊,,105
647,2020年度编辑出版重点选题计划,本刊编辑部,中国数字医学,2020-01-15,期刊,,109
648,这样重塑药店平台营销模式，你看懂了吗？,,21世纪药店,2019-12-01,报纸,,89
649,吉林省人民政府关于落实新一代人工智能发展规划的实施意见,,吉林省人民政府公报,2018-03-30,特色期刊,2,52
651,两会代表委员为科技发展建言献策,,陕西科技报,2020-05-23,报纸,,32
652,"产城融合新示范,广州IAB战略下重点建设10大价值创新园区",,房地产导刊,2018-09-01,期刊,,183
653,医药创新呼唤政策支撑,,健康报,2018-03-13,报纸,,106
654,迎接科技股发展大时代,杨阳,股市动态分析,2019-03-09,期刊,,74
655,西部（重庆）科学城上半年签约项目投资达600多亿元,,重庆与世界,2020-08-10,期刊,,57
656,“津英就业·相约西青” 2020云聘周活动正式启动,袁丽,求贤,2020-09-28,期刊,,21
657,“互联网+中医药”:重构中医药全产业链发展模式,陈雨霏,健康之路,2018-01-15,特色期刊,4,111
658,助力把握AI时代风口 华夏人工智能ETF联接正在发行,文琪,股市动态分析,2020-05-30,期刊,,66
659,人工智能迈向质的飞跃,王海峰,中国科技奖励,2021-07-20,期刊,,11
660,天津打造全国先进制造业研发基地2019年比重达到65%以上,,天津中德应用技术大学学报,2019-04-15,期刊,,80
661,人工智能技术应用发展中的问题研究,张好雨,才智,2018-06-25,期刊,1,169
662,金豆 铸就医改新平台,,中国政协,2020-05-30,期刊,,21
663,"围棋界人机大战落幕,AI与医疗却不会画上句号",,智能城市,2017-06-25,期刊,,143
664,科创板成跨国公司“落户”新引擎,练生亮,中国外资,2019-09-25,期刊,,45
666,李克强:促进新兴产业加快发展 深化大数据AI研发应用,,产城,2019-03-25,期刊,,123
667,数学之光,本刊编辑部;杨戈,中国科技奖励,2019-08-08,期刊,,52
668,重庆市人民政府办公厅关于加快生物医药产业发展的指导意见,,重庆市人民政府公报,2019-05-08,特色期刊,,24
669,重庆市:出台深化产教融合的实施意见,,中国信息界,2018-12-25,期刊,1,92
670,广州市人民政府关于修订广州市建设“中国制造2025”试点示范城市实施方案的通知,,广州市人民政府公报,2018-04-10,特色期刊,1,16
671,基于垂直电商模式的法律电商研究,高苹,上海交通大学,2016-08-20,硕士,,70
672,2017年“两会”新热词 让你精准把握医药行业“下一站”,费菲;赵海;曲莉莉,中国医药科学,2017-03-25,期刊,,135
673,"从广州IAB战略布局,看城市发展新热点",,房地产导刊,2018-09-01,期刊,,81
674,2018全国两会里的“医药时间”(上) 161名代表、90名委员聚焦热点带来改变,费菲,中国医药科学,2018-03-25,期刊,1,59
675,"指数上攻浪开启,逢低布局是投资上策",张翠霞,财富时代,2020-06-25,期刊,,11
676,中关村医疗器械园,,文明,2020-07-01,特色期刊,,29
677,广州市人民政府关于印发广州市加快IAB产业发展五年行动计划(2018—2022年)的通知,,广州市人民政府公报,2018-04-10,特色期刊,,22
680,青岛市人民政府办公厅关于印发青岛市新旧动能转换重大工程科技创新行动计划的通知,,青岛市人民政府公报,2018-09-15,特色期刊,,11
681,月报,,华东科技,2018-06-05,期刊,,5
682,天津启动智能医疗行动 将打造一批智慧化示范医院,,世界最新医学信息文摘,2018-05-25,期刊,,136
683,信息化,,中国医院院长,2020-02-01,期刊,,31
684,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-09-25,期刊,,31
685,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-06-25,期刊,,37
686,中原城市群产业带“十三五”重点打造九大产业集群 含人工智能、云计算,,中国有线电视,2017-02-15,期刊,,202
687,"下沙科技城广聚全球英才 签约24个高端人才项目和平台,总金额7.43亿元",,浙江人大,2019-01-05,期刊,,33
688,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-04-25,期刊,,39
689,2017产业热点前瞻,刘兴洲,决策,2017-03-15,期刊,1,32
690,中国医药数学会文件 2018年第7号 2018年第一届中国医药数学会学术年会暨全国医药学、生物学与智慧医疗和高等医学教育改革会议,,数理医药学杂志,2018-07-05,期刊,,83
691,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-08-23,期刊,,57
692,2017深圳国际工业自动化及机器人展览会,,化工自动化及仪表,2017-08-10,期刊,1,78
693,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-02-25,期刊,,37
694,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-12-25,期刊,,39
695,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-08-25,期刊,,21
696,创新引领未来六问,夏陆,创新世界周刊,2019-05-25,期刊,,13
697,全国海关首个科创促进服务机构落户上海,,华东科技,2018-04-05,期刊,,34
698,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-09-25,期刊,,42
699,2019年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2019-01-25,期刊,,33
700,2017年最值得期待的10家创新企业,老树,互联网周刊,2017-03-05,期刊,,66
701,《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-10-25,期刊,,34
702,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-02-25,期刊,,50
703,"下沙科技城广聚全球英才下沙科技城广聚全球英才 签约24个高端人才项目和平台,总金额7.43亿元",,浙江人大,2018-12-05,期刊,,14
704,"2015年,我们正在走入科幻世界",王利阳,智慧中国,2015-10-15,期刊,,67
705,本地·经济信息,,投资北京,2019-01-05,期刊,,10
706,2018中国国际大数据产业博览会在贵阳开幕,,前进论坛,2018-07-05,期刊,,48
707,行业公司,,股市动态分析,2018-08-04,期刊,,40
709,"有“指导意见”,医疗大数据还能怎么玩?",,健康管理,2017-06-15,特色期刊,2,9
710,天津西青成功举办首届“海河英才周”,津西才,中国人才,2019-09-10,期刊,,9
711,科创板三家公司为何“中头彩”,贺宛男,理财周刊,2019-06-03,特色期刊,,11
712,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-01-25,期刊,,24
713,经济,,经济导刊,2018-08-05,期刊,,4
714,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-06-25,期刊,,17
715,数据,,光彩,2018-04-05,期刊,,33
716,共话“智能+”,,科学中国人,2019-07-05,特色期刊,,6
717,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-04-25,期刊,,16
718,《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-11-25,期刊,,7
719,偏股型基金本周净值回报率龙虎榜,,股市动态分析,2018-12-15,期刊,,12
720,辐射周边 共享机遇——云台会为企业搭建交流合作桥梁,顾阳,时代金融,2018-07-10,期刊,,20
721,2018年《医学信息学杂志》编辑出版重点选题计划,,医学信息学杂志,2018-03-25,期刊,,15
722,声音,,科学中国人,2018-03-15,特色期刊,,1
723,科创板未盈利企业估值研究——以寒武纪为例,单蕾,中央财经大学,2022-05-17,硕士,,257
724,人工智能、行业异质性与中国高技术产业出口竞争力——基于人工智能专利数的研究,马晓琳,海南大学,2021-06-01,硕士,,18
725,数字化转型对医药企业绩效的影响研究——以上海医药为例,吉莹莹,上海师范大学,2023-05-28,硕士,,1360
727,泉州市人民政府办公室关于印发泉州市“十四五”战略性新兴产业发展专项规划的通知,,泉州市人民政府公报,2021-10-15,特色期刊,,
728,基于运气学说与人工智能模型的我国感染性腹泻危险因子的研究,杨翔,北京中医药大学,2022-06-01,博士,,134
729,基于医疗数字化的供应链金融服务平台Bytek创业计划书,李垣,电子科技大学,2023-03-21,硕士,,445
730,基于深度学习的焦虑状态面部特征研究及与中医五态人格相关性探析,王翠英,山东中医药大学,2023-06-01,博士,,300
731,人工智能企业研发投入对企业绩效的影响研究——以科大讯飞为例,李嘉琳,沈阳建筑大学,2023-03-15,硕士,,152
732,政策集成创新研究——以苏州自贸片区生物医药全产业链构建为例,王慕尧,苏州大学,2022-06-01,硕士,,184
735,数字化技术赋能生物医药行业实现新发展,马战凯,2022工业互联网学术大会论文集,2023-06-15,中国会议,,11
738,沪上劲吹“济南风”,卢震,济南日报,2023-11-12,报纸,,1
739,某互联网公司智能问诊产品定位策略研究,范晋挺,北京交通大学,2023-06-01,硕士,,89
740,中国“专精特新”企业发展研究报告——医疗篇,,2023艾瑞咨询3月研究报告会论文集,2023-03-01,中国会议,,90
741,基于知识图谱的推荐系统,杨天吉,海南大学,2023-05-01,硕士,,417
742,冠心病中医人工智能辅助诊疗系统研究与开发,刘金垒,中国中医科学院,2023-06-05,博士,,1015
745,体现辨治信息智能关联中医临床辅助诊疗平台的构建及验证,蒋寅,北京中医药大学,2022-08-01,博士,1,298
746,医药物流区块链的监管制度研究,谢凤,西南政法大学,2022-03-17,硕士,,83
747,苏州市产业发展助推新型城镇化的路径研究,秦亮,苏州科技大学,2022-07-01,硕士,,473
749,A公司中层管理培训优化研究,田禹,华东师范大学,2022-11-24,硕士,,360
751,医药企业数字化转型绩效研究——以华润三九为例,林昕,宁夏大学,2023-04-01,硕士,,637
752,中医智能辅助诊疗系统多决策辨证模型的构建与应用,展志宏,山东中医药大学,2023-06-01,硕士,,202
756,腾讯WE大会展望未来五大科技趋势,,中国无线电,2014-11-26,期刊,,51
757,万峰公司码垛机器人亮相2015中国饲料工业展览会,袁爱军;刘双群,当代经济,2015-8-10,期刊,,23
759,打造大健康产业高质量发展“泰州样板”,卢刚,新华每日电讯,2023-12-14,报纸,,128
761,国内外科技巨头再加码“AI+医疗” 对制药、临床应用颠覆性影响几何？,唐唯珂;吴泽昭,21世纪经济报道,2023-07-18,报纸,,281
762,抢抓“黄金内湾”发展新机遇 中山健康产业驶入“新赛道”,吴森林;徐世球;谭华健;谭桂华;江慎诺,中山日报,2023-10-27,报纸,,33
763,论医学科技与“国之重器”,詹启敏;杜建,北京大学学报(医学版),2022-09-29 11:47,期刊,2,612
764,机构：A股风格或呈大小盘短期均衡,汪友若,上海证券报,2023-12-04,报纸,,30
765,上海市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要,,解放日报,2021-01-30,报纸,11,991
766,中国创新药发展提速,李贞,人民日报海外版,2023-04-18,报纸,,128
767,多位“顶流”基金经理最新加仓动向揭晓,刘伟杰,中国证券报,2023-12-25,报纸,,2
768,竞逐近30万亿大健康产业 这些城市已抢先布局,周芳,第一财经日报,2023-04-10,报纸,,185
769,首款AI研制药品进入人体临床试验：争议仍存，前景几何,唐唯珂;李仪,21世纪经济报道,2023-06-29,报纸,,146
770,加快形成一批省内领先、全国知名的先进制造业产业集群,付家宝,许昌日报,2023-05-22,报纸,,103
771,数智科技将引领未来医学发展,傅苏颖;刘月楼,中国证券报,2023-07-13,报纸,,98
772,副中心聚焦高精尖产业发展,冯维静;柴福娟,北京城市副中心报,2023-08-29,报纸,,14
773,在“高地”上加速接近研发“奇点”,刘惠宇,解放日报,2023-09-04,报纸,,42
774,医药行业数智化转型加速 如何创新数字化能力图谱？,唐唯珂;杨斯琪,21世纪经济报道,2022-11-30,报纸,,241
775,打造产业集群 经略海洋未来,秦绮蔚,深圳特区报,2022-09-15,报纸,1,150
776,自贡：抢占新赛道 培育新动能,秦勇,四川日报,2023-09-11,报纸,,20
777,为推动深圳高质量发展展现新作为,徐兴东;樊怡君;周元春,深圳特区报,2022-11-02,报纸,,106
778,激励科技创新 引领美好未来,张琳;张宣;杨频萍;蒋明睿;刘丽媛,新华日报,2023-05-21,报纸,,46
779,抢得“先手棋”，冲刺“千亿级”,孟旭,新华日报,2023-06-22,报纸,,30
780,上海出台措施强化重点产业招商新优势,汪荔诚,中国证券报,2023-04-26,报纸,,88
781,在人工智能领域 这位基金经理玩了一把“短线操作”,徐宇,第一财经日报,2023-05-30,报纸,,67
782,为松山湖科学城创新发展传经送宝,张华桥,东莞日报,2023-04-20,报纸,,36
783,襄阳市国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要,,襄阳日报,2021-05-06,报纸,1,577
784,浦东“金色中环”将崛起“张江之尚”,唐玮婕,文汇报,2023-10-10,报纸,,15
785,让AI在赋能制药的同时实现“自我修炼”,肖钰周;王春,科技日报,2022-12-05,报纸,,279
786,期待AI助力生命健康领域创新发展,祝越,文汇报,2023-01-13,报纸,,81
787,“前沿技术与产业发展战略”论坛举办,陶婷婷,上海科技报,2023-06-28,报纸,,48
788,北向资金一周连续加仓A股 人工智能概念成最强主线,李雨琪,上海证券报,2023-03-18,报纸,,30
789,“活力四射” 高质量党建促高质量发展,周程祎,解放日报,2022-12-25,报纸,,53
790,热门股调整拖累A股指数 低位成长赛道延续反弹趋势,费天元,上海证券报,2023-05-17,报纸,,13
791,自立自强，筑牢科技强省建设之基,蔡姝雯;张宣,新华日报,2022-10-19,报纸,,48
792,制药“弯道超车”，上海是最佳选择,俱鹤飞,解放日报,2022-11-17,报纸,,69
793,港股AI板块有点冷 基金纷纷转向消费股,安仲文,证券时报,2023-05-04,报纸,,12
794,数字技术“智”引医药行业创新发展,陆悦;落楠;蒋红瑜;郭婷,中国医药报,2020-12-17,报纸,3,385
795,培育壮大生物经济支柱产业,,人民日报,2022-06-29,报纸,,93
796,互联网+医药监管趋严 行业规范化发展提速,张敏,证券日报,2022-06-23,报纸,,141
797,关于加快培育壮大新业态新模式促进北京经济高质量发展的若干意见,,北京日报,2020-06-10,报纸,3,325
798,AI药物研发赛道火热：BAT之后华为强势跨界入局,唐唯珂;文若楠,21世纪经济报道,2021-09-29,报纸,1,313
799,近880只个股获券商推荐买入,赵中昊,中国证券报,2023-04-27,报纸,,14
800,中国新药研发力量晋升第二梯队，“十四五”如何更上层楼？,张佳星,科技日报,2022-03-02,报纸,1,143
801,踢好“临门一脚”，更多“上海首创”走向全球,唐玮婕,文汇报,2022-09-05,报纸,,32
802,苏州工业“焕新”快进键,王子玺;沈勇青,东莞日报,2021-11-22,报纸,,130
803,为生物医药创新发展添动力,韩鑫,人民日报,2022-08-04,报纸,,122
804,思想激荡拥抱数字未来,李尖;夏婕妤,温州日报,2022-11-13,报纸,,40
805,智赢未来 滨城先行,,滨城时报,2022-06-25,报纸,,20
806,南沙“强心” 产业探路,柳时强,南方日报,2021-11-30,报纸,,68
807,考生专业选择透露哪些新动向,郑天虹;胡浩;魏梦佳;王菲菲;杨淑馨,新华每日电讯,2021-08-03,报纸,1,124
808,一个月几十家新客户冒出来 中国生物医药创新需求爆发,胥会云;金叶子,第一财经日报,2022-01-04,报纸,,75
809,淄博市人民政府办公室关于印发促进新材料、智能装备、新医药、电子信息产业加快发展若干政策的通知,,淄博日报,2021-01-23,报纸,,133
810,三问数据背后的“热力图”,陈佳莹;夏丹;施力维,浙江日报,2021-08-30,报纸,,104
811,上海：强化科技自立自强战略支撑 加快发展现代产业体系,,中国经贸导刊,2021-01-10,期刊,1,161
812,“互联网+医疗”正在进行创新和重塑,姚玉秀,信息系统工程,2018-05-20,期刊,10,359
813,大湾区生物医药迈入“领跑”阶段 解锁创新、人才和生态三大密码,彭敏静,21世纪经济报道,2021-04-21,报纸,,90
814,保供应、稳生产 上海三大先导产业战“疫”显担当,严曦梦;宋薇萍,上海证券报,2022-04-15,报纸,,16
815,看!安徽这十大产业如何高成长,,安徽经济报,2021-01-12,报纸,,120
816,生物医药“张江原创”加速全球溢出,唐玮婕,文汇报,2021-10-13,报纸,,65
817,润物有声 数字化全面浸润商业生活 2016互联网全行业洞察及趋势报告,,艾瑞咨询系列研究报告（2017年第1期）,2017-01-01,中国会议,2,297
818,生命健康产业新增长点“次第花开”,张佳星,科技日报,2020-05-29,报纸,,147
822,在快速变化中期待未来,陈晓哲,中国市场监管报,2020-01-08,报纸,,69
823,省政府办公厅关于印发江苏省“十三五”战略性新兴产业发展规划的通知,,江苏省人民政府公报,2016-12-22,特色期刊,4,23
824,中外专家江城论“健”,李源;余瑾毅;朱惠,湖北日报,2019-04-09,报纸,,38
826,科企3.0版 《天津市创新型企业领军计划》正式发布 本刊记者专访相关部门负责人,闫贵福;潘峰宇,求贤,2019-07-28,期刊,,32
827,阿波罗“国家人类基因组北方研究中心指定合作基地”挂牌仪式圆满成功,,新产经,2018-12-01,期刊,1,27
829,医药级聚烯烃洁净全自动膜包装生产线的技术改造探讨,陈树国,甘肃科技,2018-03-30,期刊,,39
830,指数发展型科技推动创新浪潮,,数字通信世界,2016-04-01,期刊,,85
