序号,题目,作者,来源,发表时间,发表类别,被引,下载
471,第十二届西南胸部结核外科及胸外科新进展学术研讨会亮点,龚胜;张玮恒;王宁;姚晓军,中国胸心血管外科临床杂志,2023-08-10,,,53
472,人工智能政策解析及建议,于汉超;刘慧晖;魏秀;余江,科技导报,2018-09-13,,26,1253
473,人工智能在肿瘤病理诊断和评估中的应用与思考,于观贞;魏培莲;陈颖;朱明华,第二军医大学学报,2017-11-20,,45,2557
474,人工智能与实体经济的整合式创新路径研究,陈劲,人民论坛,2021-01-05,,10,805
475,二代基因测序数据管理和大数据平台在精准医学中的应用,武奥申;刘小娜;刘昀赫;刘刚;刘雷,中国生物工程杂志,2019-02-15,,18,1098
476,“互联网+”时代远程影像会诊运营模式探讨,姚侃敏;潘自来;张宁芳;陈黎静;苏文婷,中国医学计算机成像杂志,2021-04-12 16:38,,5,537
477,特色专科医联体诊疗模式的构建与探索——以北京协和医院、济宁医学院附属医院为例,方玉凤;初云天;陈适;王青;张梅,中国医院管理,2020-01-05,,13,611
478,人工智能——引领中医学新发展的有效工具,李洪峥;高嘉良;王阶,世界科学技术-中医药现代化,2018-07-20,,31,1337
479,中国在人工智能时代的特殊使命,高奇琦,探索与争鸣,2017-10-20,,27,1346
480,乳腺癌治疗决策:经验到循证精准到智能,江泽飞;李健斌;李峰,中国实用外科杂志,2018-11-01,,18,841
481,人工智能产业与管理若干问题的思考,张威;蔡齐祥,科技管理研究,2018-08-10,,20,807
482,人工智能在骨质疏松症中的应用研究综述,尹梓名;孙大运;胡晓晖;孔祥勇;黄正行,小型微型计算机系统,2019-09-15,,7,1713
483,甲状腺结节的超声人工智能诊断,王丹;花瞻;武敬平;邓周录;赵玉珍,中国超声医学杂志,2019-12-16,,15,769
484,平行高特:基于ACP的平行痛风诊疗系统框架,王飞跃;李长贵;国元元;王静;王晓,模式识别与人工智能,2017-12-15,,28,434
485,智慧医院建设、应用与产业生态发展策略探究——评机械工业出版社《智慧医院：技术创新和产业生态构建》,邵士洪,价格理论与实践,2022-11-25,,,221
486,中国科技创新力量布局现状研究,马茹;王宏伟;罗晖,科学管理研究,2019-06-20,,10,1099
487,"借力网络与人工智能,进一步推动《国际功能、残疾和健康分类(ICF)》的临床应用与研究",燕铁斌,中国康复医学杂志,2019-02-15,,22,387
488,资本逻辑背景下技术集成的社会风险及其演化机制,潘恩荣;阮凡;林佳佳,科学学研究,2018-10-15,,10,1019
489,基于智能医疗的诊断大数据自动分析系统研究,刘志先,现代电子技术,2020-05-15,,9,604
490,基于人工智能干预的临床试验研究进展,许璐;王胜锋;詹思延,中华疾病控制杂志,2021-01-10,,3,401
491,人工智能技术驱动设计创新——以渐冻症患者辅助产品为例,于哲凡;邱松;张瑞昌;陶煜东,机械设计,2019-11-30,,7,1105
492,新形势下中医师资格考试改革发展趋势分析,王凤珍;胡颖楠;闫东宁;刘盼;王振宇,中医杂志,2019-10-16,,9,440
493,当前国际传媒领域人工智能研究的学术热点与框架——基于EBSCO数据库2016年英文文献的文献计量学方法,喻国明;梁爽;程思琪,东南学术,2018-03-01,,13,1758
494,人工智能视域下药师的发展思考,赵文敏;喻小勇;田侃,卫生经济研究,2019-07-25 16:59,,8,739
495,人工智能技术的应用:罕见病临床决策系统的需求、现状与挑战,顾坚磊;江建平;田园;蔡小舒;吕晖,第二军医大学学报,2018-08-20,,11,1045
496,中美人工智能发展对比研究及对江苏的启示,王清;郭永海;容书超;陶阳,现代管理科学,2021-02-10,,2,602
497,人工智能时代的病理组学,闫雯;李楠楠;张益肇;来茂德;许燕,临床与实验病理学杂志,2018-06-27 14:14,,15,1221
498,眼科人工智能的算法新进展,戈宗元;贺婉佶;琚烈;姚轩;王璘,山东大学学报(医学版),2020-10-23 15:39,,2,509
499,人工智能时代的耳鼻咽喉头颈外科,齐静怀;张良,临床耳鼻咽喉头颈外科杂志,2020-12-05,,3,397
500,具有道德直觉能力的机器人是否可能,何瑶,道德与文明,2020-11-10,,2,477
501,智能化语境下的数字出版领域知识服务生态构建,邓逸钰;王垚,出版发行研究,2017-06-15,,37,1084
502,响应中央一号文件号召，以智慧影像打通乡村就医“最后一公里”,,中国医学计算机成像杂志,2022-08-25,,,200
503,"发展服务机器人,助力智能社会发展",陶永,科技导报,2015-12-13,,29,1182
504,后以药养医时代公立医院药房改革模式初探,殷婷;汤少梁;杨泽华;臧运森;陈文静,中国医院管理,2019-01-05,,9,558
505,我国人工智能刑法的行政前置性立法探析,熊波,重庆大学学报(社会科学版),2020-06-03 17:08,,,1168
506,"融“古”贯“今”,构建智慧中医新体系",陈辛畋;阮春阳;于观贞;张彦春,第二军医大学学报,2018-08-20,,11,631
507,面向社会推理的人工智能逻辑,董惠敏;雷卡·马尔科维奇;里昂·范德拓,浙江大学学报(人文社会科学版),2020-09-10,,2,194
508,眩晕疾病人工智能专家诊疗系统研究进展,王会;于栋祯,第二军医大学学报,2018-08-20,,10,431
509,大规模疫情暴发更凸显“大数据”技术群的战略意义,黄安鹏,科技导报,2020-03-28,,3,379
510,人工智能实施背景下的环境风险控制——以社会源危险废弃物全程追踪机制为样本,钭晓东;赵文萍,中国高校社会科学,2019-09-10,,2,442
511,基于自主学习的人工智能带给中医学的机遇和挑战,王振亮;师润田,中华中医药杂志,2018-12-01,,6,642
512,颅内出血CT影像辅助分诊软件获批上市,,中国医学计算机成像杂志,2023-02-25,,,32
513,基于支持向量机的医护资源需求预测,袁丽洁;李敏;雷涛,护理学杂志,2018-08-05,,6,350
514,刍议人工智能化学教学研发的教学论基础,吴俊明,化学教学,2017-11-10,,9,567
515,基于改进阈值的马田系统在医疗智能诊断中的应用,詹君;程龙生;崔玉宝,数学的实践与认识,2020-01-08,,5,117
516,智慧医疗促进分级诊疗——DUCG的初步实践,张勤,智能系统学报,2020-09-05,,2,210
517,远程技术,丛杨,中国科学基金,2021-06-25,,1,119
518,关于发展我国人工智能技术与产业的建议,邓志东,科技导报,2016-04-13,,15,876
519,《人工智能与创新设计》专题序言,覃京燕,包装工程,2020-03-20,,2,376
520,人工智能助力ACUSON SC 2000 PRIME全自动测量心脏功能,,中国超声医学杂志,2022-04-16,,1,81
521,智能外科:外科实践模式的变革趋势,王斐;刘荣,第二军医大学学报,2018-08-20,,4,214
522,从色谱分离到智慧医疗所涉及共同的数学物理本质:不可逆性,梁恒;罗元园,色谱,2019-04-08,,1,125
523,志韧科技,,中国医院管理,2022-04-05,,,24
524,2019人工智能发展趋势预测,,数据分析与知识发现,2019-01-25,,1,679
525,智能技术在医药健康领域的应用与发展趋势,田伟,科技导报,2020-04-13,,,267
526,志韧科技,,中国医院管理,2022-02-05,,,17
527,《中国肿瘤临床》文章推荐：人工智能在肺部肿瘤影像诊断中的研究进展,本刊编辑部,中国肿瘤临床,2020-03-15,,,231
528,人工智能助力实现中国梦,熊辉,人民论坛,2017-11-05,,6,286
529,封面故事,,第三军医大学学报,2021-09-30,,,26
530,吴文俊人工智能科技进步奖一等奖,,智能系统学报,2021-09-05,,,30
531,专栏特邀编审,,计算机科学,2021-09-15,,,25
532,人工智能与医学——专家寄语,,第二军医大学学报,2018-08-20,,,745
533,本期“人工智能”专栏评述,,电子科技大学学报,2019-09-30,,1,138
534,AI赋能肿瘤放射治疗,,中国医学计算机成像杂志,2018-10-25,,1,217
535,主持人语,贾建,西北大学学报(自然科学版),2021-07-19,,,27
536,新科技时代里的一场“智能”对话——中国科学院物理研究所有关人工智能的主题讨论侧记,田春璐;成蒙;魏红祥,物理,2019-12-12,,,77
537,2017年《计算机研究与发展》专题(正刊)征文通知——人工智能2.0新应用,,计算机研究与发展,2017-08-15,,,187
538,水到渠成——医疗大数据,李扬;秦磊;谢邦昌,中国统计,2017-06-15,,,373
539,医疗大数据的未来,谢邦昌;李扬,中国统计,2016-11-15,,1,638
540,北京市服装产业数字化工程技术研究中心,,北京服装学院学报(自然科学版),2019-06-30,,,98
541,中科院软件所举行“软件创新科技助力卫生健康智能化”研讨会,,信息网络安全,2019-04-10,,,35
542,上海交通大学医学院成功举办第七届中国医院发展与管理国际会议,,上海交通大学学报(医学版),2019-10-28,,,17
543,主持人语,赵毅平,装饰,2016-11-15,,,100
544,编后,,图书馆理论与实践,2016-06-30,,,38
545,生成式人工智能的数据风险与治理路径,张欣,法律科学(西北政法大学学报),2023-08-07 18:38,,26,4657
546,生成式人工智能的法律定位与分层治理,张凌寒,现代法学,2023-07-15,,25,3321
547,体育人工智能领域关键技术的研究现状和发展方向,霍波;李彦锋;高腾;王子鑫;杜泽华,首都体育学院学报,2023-06-14 09:08,,16,3185
548,生成式人工智能侵权责任探析,周学峰,比较法研究,2023-07-20 15:32,,17,5429
549,ChatGPT类生成式人工智能监管的国际比较与借鉴,和军;杨慧,湖南科技大学学报(社会科学版),2023-11-20,,1,1107
550,2023年度中医药重大科学问题、工程技术难题和产业技术问题,程海波;张磊;付勇;刘红宁;肖国锦,中医杂志,2023-07-17,,10,1480
551,新一代人工智能产业政策及治理体系现代化研究,贾怡炜;戚湧;孙明汉,中国科技论坛,2023-12-05,,,950
552,人工智能与全民健身融合发展的价值逻辑、现实困境与优化路径,徐伟康;林朝晖,上海体育学院学报,2022-10-15,,45,4106
553,训练数据主体权益保护的新型数据财产权构建,李爱君,政法论丛,2023-11-23,,4,1276
554,人工智能时代的算法厌恶：研究框架与未来展望,罗映宇;朱国玮;钱无忌;吴月燕;黄静,管理世界,2023-10-05,,3,6892
555,未来产业：内涵特征、组织变革与生态建构,王小林;谢妮芸,社会科学辑刊,2023-10-20 11:23,,2,1468
556,元宇宙的技术架构,李祯鹏;王卫锋;向广利;王徐来;张涛,武汉大学学报(理学版),2023-09-11 12:53,,1,962
557,孟超肝病外脑2.0在人工智能临床诊疗领域的应用初探,李海涛;刘红枝;方国旭;郭鹏飞;陈振伟,临床肝胆病杂志,2023-12-18,,,283
558,统计学在人工智能发展中的作用及其应用展望,李志勇;焦微玲,统计与决策,2023-11-06 08:58,,1,1209
559,破解电子病历信息共享困境：区块链的转型干预作用,史雅妮;陈嘉曼;李晨瑜;朱庆华,图书情报知识,2023-02-13 11:18,,10,985
560,总体国家安全观视域下人工智能安全风险治理研究,皮勇;张明诚,中国科技论坛,2023-06-05,,3,1474
561,人工智能事故过失犯认定的中国方案:规范型塑与理论因应,贾济东;岳艾洁,河北法学,2023-08-11 14:11,,1,820
562,医联网失真健康信息的三维审视：内涵与成因·特征与分类·识别与治理,朱宏淼;莫雨桐;齐佳音,北京交通大学学报(社会科学版),2023-11-09 20:18,,,336
563,创新生态系统视角下人工智能发展特征分析与模式初探,施锦诚;王迎春,中国科技论坛,2023-11-05,,,505
564,大数据知识工程发展现状及展望,郑庆华;刘欢;龚铁梁;张玲玲;刘均,中国工程科学,2023-03-29 13:25,,6,1161
565,人工智能的可解释性与AI的法律责任问题研究,刘艳红,法制与社会发展,2022-01-10,,95,6251
566,“深度伪造”法律规制的新范式与新体系,尚海涛,河北法学,2022-12-01 17:36,,10,1613
567,医学影像人工智能:进展和未来,刘再毅;石镇维,国际医学放射学杂志,2022-12-30 15:40,,19,3103
568,软法范式的人工智能伦理监管：日本制度探析,刘湘丽;肖红军,现代日本经济,2023-07-01,,4,534
569,我国新一代人工智能治理的时代挑战与范式变革,姜李丹;薛澜,公共管理学报,2022-04-19 17:26,,35,5412
570,服务智能化下的顾客行为：研究述评与展望,杜建刚;赵欢;苏九如;张宇,外国经济与管理,2022-03-14,,39,5601
571,人工智能的多元刑事治理：理论建构与路径选择,莫晓宇,厦门大学学报(哲学社会科学版),2023-07-21,,2,558
572,中国在人工智能国际竞争中所处地位与优势塑造,刘晓麒,陕西师范大学学报(哲学社会科学版),2023-09-15,,,562
573,民法典视域下人工智能法律规制论纲,刘智慧,学术交流,2023-09-05,,,582
574,基于核心专利技术主题识别与演化分析的技术预测,杨恒;王曰芬;张露,情报杂志,2022-05-23 14:43,,25,2936
575,人工智能赋能青少年体质健康精准治理：现实困境、治理向度和实践路径,隋勇;张立国;李采丰;牛晓,中国教育学刊,2023-07-10,,1,1046
576,医学人工智能的算法黑箱问题:伦理挑战与化解进路,杨军洁;周程,科学通报,2023-05-09,,3,943
577,心理契合视角下智能产品营销研究的评述与展望,黄敏学;吕林祥,经济管理,2022-08-16 13:57,,10,2242
578,日本人工智能领域专利发展趋势分析：现实阻力与回应策略,陈肖盈,现代日本经济,2023-07-01,,3,337
579,人工智能驱动的组织与人力资源管理变革:实践洞察与研究方向,罗文豪;霍伟伟;赵宜萱;王震,中国人力资源开发,2022-01-15,,35,8052
580,增强智能的双重含义及其影响,杨庆峰,上海大学学报(社会科学版),2023-11-10,,,174
581,人工智能应用、人机协作与劳动生产率,胡晟明;王林辉;赵贺,中国人口科学,2021-10-28 10:05,,56,4321
582,ChatGPT等生成式人工智能对我国经济高质量发展的双重影响及其应对,冯涛;董嘉昌;李佳霖,陕西师范大学学报(哲学社会科学版),2023-07-15,,2,1028
583,核心—边缘理论视角下的颠覆性技术识别研究,陈育新;李健;韩毅,情报理论与实践,2022-06-16 10:56,,17,1660
584,人工智能时代中国就业变革：问题与路径,陈美华;范敏华,福建论坛(人文社会科学版),2023-04-05,,3,1050
585,“互联网”医疗服务供给：模式比较及优化路径,张瑞利;王刚,卫生经济研究,2022-3-5 8:38,,33,3396
586,数字经济赋能公共服务高质量发展的作用机制与重点方向,夏杰长;王鹏飞,江西社会科学,2021-10-25,,78,6169
587,基于云边端架构的急救医疗设备物联网设计与实现,范勇;梁洪;孙继鹏;张博颖;朱海燕,生物医学工程学杂志,2023-02-21 13:42,,9,695
588,由技术伦理向法律规范演进:国外人工智能应用规范研究综述,余雅风;王朝夷,河北法学,2022-12-16 17:59,,5,3170
589,智能医疗机器人应用的伦理风险及其治理路径——基于利益相关者视角,赵玲玲;郭遥,科技管理研究,2023-06-10,,3,541
590,图书馆老年人健康信息服务研究综述,刘一鸣;李露,图书情报工作,2022-02-11 11:32,,21,3779
591,人工智能软件系统的非功能属性及其质量保障方法综述,叶仕俊;张鹏程;吉顺慧;戴启印;袁天昊,软件学报,2022-11-15 09:30,,7,610
592,人工智能技术赋能国际贸易的效应研究,黄晓凤;汪琳;朱毅轩,财经理论与实践,2022-07-25,,11,1903
593,人工智能应用的伦理风险及法治应对,潘志玉,学习与探索,2022-07-07,,13,2641
594,算法态度文献综述、研究框架和未来展望,景怡,华东经济管理,2023-04-17 15:16,,,3925
595,健康老龄化视域下智慧康养元宇宙的应用现状、挑战与对策,曾迎春;曾玲晖,护理学报,2023-07-25,,1,1018
596,人工智能助推乡村振兴发展的现状与路径探析,文丰安,江淮论坛,2022-12-25,,7,861
597,健康中国战略下培育健康消费新业态的路径研究,刘伟;聂蕊,卫生经济研究,2023-02-03,,5,1318
598,主动健康管理模式的构建策略,弓孟春;刘莉;王媛媛;陈华娟;梁效玮,科技导报,2022-03-28,,20,2265
599,农村数字化公共卫生服务体系建设的推进路径,王锋;张兆庭,理论探索,2023-03-01,,4,934
600,元宇宙赋能出版业的前景预估与实施路径,杨晋,中国出版,2023-11-01,,,120
601,《人工智能在肺结节诊治中的应用专家共识（2022年版）》解读,林耀彬;林勇斌;赵泽锐;林志潮;姜龙,中国胸心血管外科临床杂志,2023-04-12 13:45,,1,1193
602,人工智能在骨科疾病诊治中的研究进展,黄霖;车圳;李明;李玉希;宁庆,山东大学学报(医学版),2023-03-19 07:05,,3,1067
603,基于机器学习的医学影像人工智能领域技术融合预测,苗红;李男;吴菲菲;沈蕾,情报杂志,2022-04-21 12:26,,14,2565
604,可解释人工智能:本源、进路与实践,闫坤如,探索与争鸣,2022-08-20,,9,1504
605,算法年龄歧视的现实挑战与规制路径,徐洁;燕颖川,学术交流,2023-07-05,,,404
606,情感计算的应用困境及其法律规制,王禄生,东方法学,2021-07-23 10:53,,41,2264
607,后疫情时代长期医疗保险创新发展研究,唐金成;韩晴,金融理论与实践,2022-02-15 11:21,,15,3295
608,数字健康在安宁疗护中的应用进展,张栩彰;李乐之;王祎雅;杨小文;李宁,护理学报,2023-05-25,,1,1222
609,国外学者关于人工智能伦理问题研究述评,崔中良;卢艺,国外理论动态,2023-04-20,,2,1480
610,关于人工智能伦理风险的若干认识,赵志耘;徐峰;高芳;李芳;侯慧敏,中国软科学,2021-06-28,,37,3858
611,中国人口老龄化对经济发展的影响机制及对策研究,马骏;沈坤荣,浙江工商大学学报,2021-07-15,,38,6779
612,人工智能、综合赋能与经济循环,胡安俊,当代经济管理,2022-04-12 16:33,,14,1865
613,人工智能在新型冠状病毒肺炎中的研究综述,孙书魁;范菁;李占稳;曲金帅;路佩东,计算机工程与应用,2022-11-25 18:21,,2,1907
614,员工人工智能技术采纳多层动态影响模型:一个文献综述,李燕萍;陶娜娜,中国人力资源开发,2022-01-15,,14,4596
615,中国医学影像人工智能20年回顾和展望,蒋希;袁奕萱;王雅萍;肖振祥;朱美芦,中国图象图形学报,2022-03-16,,13,2530
616,基于RPA技术的医院医疗收入核算流程优化研究——以FY医院为例,黄成庆;董文宇,会计之友,2022-07-28 16:30,,12,720
617,我国城市体育智能治理系统构建与改革路径,孟云鹏,上海体育学院学报,2021-09-15,,23,1782
618,基于人工智能算法的步态分析在疾病临床诊疗中的应用进展,刘芳超;周谋望;李涛,中国康复医学杂志,2023-06-08,,1,572
619,医疗机器人与医工融合技术研究进展,何炳蔚;张月;邓震;朱兆聚;朱明珠,福州大学学报(自然科学版),2021-10-09 11:44,,32,2907
620,技术特性对政务智能聊天机器人初始信任的影响,冉龙亚;陈涛;孙宁华,情报杂志,2022-06-06 13:32,,12,1712
621,2022年慢性病防控领域发展态势,朱成姝;张丽雯;袁天蔚;熊燕;阮梅花,生命科学,2023-01-15,,3,832
622,生命技术化、身体客体化与共情危机——石黑一雄《克拉拉与太阳》的医学人文隐喻,陈婷婷,外国文学,2023-01-28,,4,1806
623,以利益衡量作为网络领域刑事治理的原则,储陈城,法学论坛,2021-09-10,,27,1161
624,人工智能技术在乳腺癌病理诊断中的应用进展,王卓;吴祺;王花丽;张丽娜;宁宁,现代肿瘤医学,2022-12-08,,4,1151
625,管理科学与工程学科“十四五”重点前沿领域的顶层布局与具体内容：面向基础科学理论与国家重大需求,余玉刚;郑圣明;李建平;李敏强;舒嘉,中国管理科学,2022-05-15,,8,2995
626,社区慢性肾脏病的筛查与管理现状,徐菱忆;惠淼;朱树宏;杨照;李梦蕊,北京大学学报(医学版),2022-08-19 09:32,,8,584
627,全球信息技术应用的数智化转型,李曦珍;宋锐,甘肃社会科学,2021-11-25,,19,2109
628,人工智能在宫颈癌和宫颈癌前病变筛查和诊断中的应用,穆雪峰;张燕;马于涛,现代妇产科进展,2023-01-31,,4,800
629,人工智能促进共同富裕的政治经济学分析,徐志向;罗冬霞,当代经济研究,2022-07-15,,12,1489
630,数字健共体赋能基层卫生治理变革,李韬;冯贺霞,行政管理改革,2022-08-20,,9,1516
631,人工智能对长三角城市群高质量发展的影响——基于地级市面板数据的实证分析,罗良忠;余雨倩;谭云清,城市问题,2022-12-27,,2,1455
632,人工智能驱动下智慧养老服务模式构建研究,赵奕钧;邓大松,江淮论坛,2021-04-12 10:39,,69,4554
633,基于人工智能的预测与决策优化理论和方法研究,余乐安,管理科学,2022-01-20,,16,1993
634,人工智能自然语言处理临床应用的伦理研究,王琼,医学与哲学,2023-11-05,,,75
635,面向健康中国建设的疾控档案跨界融合开发与共享服务模式探讨,陈金玲,档案管理,2023-11-15,,,116
636,人工智能是否有助于解决中国经济增长的结构性减速,陈志;程承坪;封立涛,经济问题探索,2022-02-01,,10,1339
637,论人工智能“赛博格”的治安实体属性及其规制,王梦奇,中国人民公安大学学报(社会科学版),2023-06-15,,,236
638,自动驾驶事故中过失竞合的刑事责任归属,王兵兵,江淮论坛,2023-02-25,,,681
639,游戏化设计在癌症病人智能运动管理项目中的应用研究进展,叶文佳;周周;程康耀;吕伟波;耿朝辉,护理研究,2023-02-24,,1,536
640,健康治理视角下的数字健康：内涵、价值及应用,申曙光;吴庆艳,改革,2020-10-08 20:34,,51,3365
641,人工智能技术发展背景下收入不平等及政策：理论分析,黄旭,中央财经大学学报,2021-07-15,,23,1508
642,人工智能应用嵌入政府治理：实践、机制与风险架构——以杭州城市大脑为例,本清松;彭小兵,甘肃行政学院学报,2020-06-20,,101,6172
643,人类卫生健康共同体:长三角区域医联体发展的价值导向,凤启龙,南京社会科学,2021-05-11,,30,1413
644,算法拒绝的三维动机理论,张语嫣;许丽颖;喻丰;丁晓军;邬家骅,心理科学进展,2022-03-23 08:23,,9,1165
645,数字技术在健康贫困治理中的创新应用研究——以甘肃省临夏州数字健康扶贫实践为例,李韬;冯贺霞;冯宇坤,电子政务,2021-09-10,,13,1925
646,中国大病保险创新发展研究,唐金成;宋威辉,西南金融,2021-08-26 14:25,,17,1571
647,人工智能在乳腺影像中的应用研究进展,马文娟;刘梁生;张宇;尹蕊;郭一君,中国医学计算机成像杂志,2022-08-25,,8,1000
648,算法厌恶还是算法欣赏？——不同建议来源对个体建议采纳的影响,杜秀芳;王静;李方;王亚婷,中国临床心理学杂志,2023-02-06 10:20,,1,1183
649,元宇宙赋能医疗健康行业的前景、挑战及应对,王闻萱;王丹;刘长君,医学与哲学,2023-05-05,,,473
650,数字化时代的数字医保：内涵、价值、挑战与治理思路,杨红燕,华中科技大学学报(社会科学版),2021-03-10,,37,2420
651,面向重大疫情应急防控的智能机器人系统研究,张辉;王耀南;易俊飞;钟杭;刘理,中国科学:信息科学,2020-07-17 16:20,,54,2938
652,基于专利分析的人工智能辅助药物研发领域技术开发态势,张婷;陈娟;欧阳昭连,中国新药杂志,2022-02-28,,8,1205
653,技术伦理视野下人工智能的未来发展趋势,陈夕朦;崔菁;赵秀文;魏子谦,中国软科学,2022-12-28,,,1437
654,围手术期大数据的应用与展望,易斌;李洪,陆军军医大学学报,2023-04-30,,,294
655,决策智能理论与方法研究,曾大军;李一军;唐立新;陈剑;刘忠,管理科学学报,2021-08-15,,17,3329
656,我国智能体育:兴起、发展与对策研究,郑芳;徐伟康,体育科学,2019-12-15,,162,7483
657,智能机器人在新冠肺炎疫情期间的应用探索,李少强;刘浩;郭文亮;周圆圆;李时悦,中国感染控制杂志,2021-03-23,,32,2297
658,负责任创新视角下央地人工智能政策异质性研究,费艳颖;刘彩薇,中国科技论坛,2021-11-05,,11,1005
659,美国人工智能的公法规制,韩春晖,国外社会科学,2022-03-15,,5,1168
660,人工智能技术在城市灾害风险管理中的应用与探索,鲁钰雯;翟国方,国际城市规划,2021-04-19,,22,2544
661,跨国比较视阈下的人工智能政策：目标、理念与路径,陈婧嫣;姜李丹;薛澜,科学学与科学技术管理,2021-03-10,,24,1891
662,美国人工智能的发展及政府发展战略,周琪;付随鑫,世界经济与政治,2020-06-14,,37,2326
663,中国新经济:作用、特征与挑战,许宪春;张钟文;关会娟,财贸经济,2020-01-04 14:07,,79,4154
664,2021年中国情报学年会&情报学与情报工作发展论坛暨第十一届全国情报学博士生学术论坛纪要,马捷;邓君;张卫东;宋雪雁;郭宇,图书情报知识,2022-09-23 12:57,,2,852
665,机器学习在疾病预测的应用研究进展,刘雨安;杨小文;李乐之,护理学报,2021-04-10,,34,2997
666,人工智能应用场景的界定与开发,李梦薇;徐峰;高芳,中国科技论坛,2021-06-05,,20,1302
667,人工智能赋能创业：理论框架比较,刘志阳;王泽民,外国经济与管理,2020-11-18 11:02,,24,4223
668,中国人工智能发展态势及其促进策略,张鑫;王明辉,改革,2019-09-19 15:56,,140,8383
669,人工智能专利技术分布、演化及合作创新网络分析,刘艳秋;韩俊敏;王建国;华连连,中国科技论坛,2021-03-05,,26,1781
670,人工智能眼底分析技术对青光眼病灶的诊断价值研究,吴星;黄烨霖;叶子;马彤;陈羽中,解放军医学院学报,2022-10-10 11:02,,4,330
671,人工智能的社会伦理困境：提升效率、辅助与替代决策,章文光;贾茹,东岳论丛,2021-09-08 09:30,,14,2759
672,人工智能在护理领域的应用现状及发展前景,周瑶群;方荣华,护理研究,2022-03-25,,7,3966
673,人工智能产品缺陷司法认定标准之研究,许中缘;范沁宁,重庆大学学报(社会科学版),2020-07-29 17:02,,43,1594
674,国外档案工作与人工智能：潜力和挑战,程妍妍;宋莹;郑伽,中国档案,2022-08-20,,6,746
675,全球疫情冲击下的中国服务业:分化与创新发展,夏杰长,财经问题研究,2020-06-05,,49,3836
676,智能化胸外科专科专病机器人的研发与前景,黄旭华;徐金明;王新;吕望;夏平会,中国胸心血管外科临床杂志,2022-5-20 9:56,,6,430
677,动态人工智能超声辅助诊断系统对甲状腺结节诊断价值研究,王冰;张明博;万政;姚京;公凤霞,中国实用外科杂志,2022-06-01,,10,539
678,全球人工智能辅助药物研发基础研究态势分析,陈娟;王婷婷;欧阳昭连,中国新药杂志,2022-07-15,,4,831
679,肿瘤临床大数据管理系统设计与应用,马麟;包晨露;李青;吴静依;潘虹安,中国工程科学,2022-12-13 16:11,,1,502
680,老龄化、人工智能与产业结构调整,王瑞瑜;王森,财经科学,2020-01-01,,71,2257
681,人工智能在肺癌影像基因组学方面的研究与进展,贾利叶;任雪婷;赵涓涓;武炜;杨倩倩,太原理工大学学报,2022-04-15 13:05,,6,1597
682,健康中国建设的理念、框架与路径,申曙光;曾望峰,中山大学学报(社会科学版),2020-01-15,,173,7582
683,美国人工智能战略布局与对外策略,袁珩;耿喆;徐峰;高芳;张东,科技管理研究,2022-06-20,,4,937
684,“政策属性—政策结构”框架下人工智能产业政策区域比较研究,单晓红;何强;刘晓燕;杨娟,情报理论与实践,2020-10-12 10:04,,29,1598
685,石油物探智能化发展之路:从自动化到智能化,赵改善,石油物探,2019-11-25,,75,1940
686,大数据在重大流行病疫情防控中的应用及展望,梅小亚;赵林畅,河海大学学报(哲学社会科学版),2020-04-25,,38,4479
687,ChatGPT：太阳底下无新事,徐飞;汪琛,医学与哲学,2023-01-05,,2,622
688,人工智能时代的刑事责任体系不必重构,冀洋,比较法研究,2019-07-25,,86,2068
689,国内外人工智能的研究热点对比与前沿挖掘,王友发;陈辉;罗建强,计算机工程与应用,2021-04-13 15:36,,14,2015
690,数字健康治理的国际经验与启示,李志;唐波,改革,2020-12-15,,19,1724
691,基于人工智能的电子商务信息化变革和产业机遇——评《5G+AI智能商业：商业变革和产业机遇》,谭小燕,中国科技论文,2023-06-15,,2,481
692,认真对待个人信息保护的社会结构:AI科技时代的不对称性挑战,杨建,环球法律评论,2022-03-28,,5,643
693,人工智能的经济影响与公共政策响应,何小钢,企业经济,2021-08-17 17:07,,10,1292
694,DeepMind公司人工智能研发组织模式分析,刘鑫怡;徐峰;张东,科技管理研究,2022-07-20,,6,327
695,医务人员使用糖尿病足智能APP的意愿调查及影响因素分析,张利娟;赵楠;吴辽芳;周秋红,中国现代医学杂志,2022-10-12,,3,428
696,负责任创新视角下我国人工智能产业政策的解构与重构,费艳颖;刘彩薇,情报杂志,2021-06-09 10:20,,12,1612
697,知识图谱研究综述及其在医疗领域的应用,侯梦薇;卫荣;陆亮;兰欣;蔡宏伟,计算机研究与发展,2018-12-15,,282,9354
698,基于环境智能的建筑智能终端,周迎;徐亚寅;丁烈云,华中科技大学学报(自然科学版),2022-05-07 12:29,,5,803
699,技术恐惧与技术拜物教——人工智能时代的迷思,汪怀君,学术界,2021-01-15,,20,2624
700,人工智能医学影像在骨关节系统中的应用进展,林广;张志强,中国医学影像学杂志,2022-02-25,,8,1091
701,产业智能化的发展机理、影响因素及对策建议——基于行业专家访谈的质性研究,韩秋明;王书华;杨学成;李京望,中国科技论坛,2021-08-05,,11,1316
702,人工智能法律规制的价值取向与逻辑前提——在替代人类与增强人类之间,于海防,法学,2019-06-20,,65,2613
703,AI营销研究的挑战和展望,张雁冰;吕巍;张佳宇,管理科学,2019-09-20,,52,3866
